timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 22:07:00.411, 1 %, 7 %, 11525 MiB, 12288 MiB, 43, 13.69 W
2026/01/19 22:07:01.413, 1 %, 11 %, 11526 MiB, 12288 MiB, 42, 13.67 W
2026/01/19 22:07:02.414, 9 %, 14 %, 11521 MiB, 12288 MiB, 43, 15.32 W
2026/01/19 22:07:03.418, 81 %, 69 %, 11521 MiB, 12288 MiB, 50, 98.54 W
2026/01/19 22:07:04.420, 87 %, 65 %, 11521 MiB, 12288 MiB, 50, 122.28 W
2026/01/19 22:07:05.421, 64 %, 56 %, 11521 MiB, 12288 MiB, 51, 118.06 W
2026/01/19 22:07:06.422, 81 %, 70 %, 11521 MiB, 12288 MiB, 51, 121.56 W
2026/01/19 22:07:07.424, 78 %, 68 %, 11518 MiB, 12288 MiB, 51, 120.50 W
2026/01/19 22:07:08.444, 78 %, 68 %, 11506 MiB, 12288 MiB, 51, 116.70 W
2026/01/19 22:07:09.445, 82 %, 71 %, 11507 MiB, 12288 MiB, 52, 117.33 W
2026/01/19 22:07:10.446, 84 %, 73 %, 11507 MiB, 12288 MiB, 52, 116.97 W
2026/01/19 22:07:11.478, 78 %, 65 %, 11495 MiB, 12288 MiB, 52, 121.32 W
2026/01/19 22:07:12.479, 4 %, 4 %, 11506 MiB, 12288 MiB, 47, 108.86 W
2026/01/19 22:07:13.481, 0 %, 0 %, 11506 MiB, 12288 MiB, 46, 44.64 W
2026/01/19 22:07:14.482, 0 %, 0 %, 11503 MiB, 12288 MiB, 46, 39.02 W
2026/01/19 22:07:15.483, 0 %, 0 %, 11495 MiB, 12288 MiB, 44, 26.09 W
