timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 17:21:36.287, 0 %, 0 %, 5887 MiB, 12288 MiB, 49, 12.76 W
2026/01/19 17:21:37.300, 2 %, 1 %, 5876 MiB, 12288 MiB, 49, 13.21 W
2026/01/19 17:21:38.308, 32 %, 24 %, 5887 MiB, 12288 MiB, 49, 14.29 W
2026/01/19 17:21:39.317, 87 %, 77 %, 5887 MiB, 12288 MiB, 55, 102.01 W
2026/01/19 17:21:40.326, 87 %, 76 %, 5887 MiB, 12288 MiB, 56, 126.17 W
2026/01/19 17:21:41.327, 86 %, 75 %, 5878 MiB, 12288 MiB, 56, 128.48 W
2026/01/19 17:21:42.329, 82 %, 72 %, 5885 MiB, 12288 MiB, 56, 126.57 W
2026/01/19 17:21:43.330, 84 %, 72 %, 5886 MiB, 12288 MiB, 56, 122.92 W
2026/01/19 17:21:44.330, 91 %, 55 %, 5884 MiB, 12288 MiB, 56, 124.58 W
2026/01/19 17:21:45.331, 78 %, 68 %, 5884 MiB, 12288 MiB, 56, 124.28 W
2026/01/19 17:21:46.332, 86 %, 74 %, 5874 MiB, 12288 MiB, 57, 125.85 W
2026/01/19 17:21:47.333, 85 %, 74 %, 5884 MiB, 12288 MiB, 57, 127.83 W
2026/01/19 17:21:48.341, 86 %, 76 %, 5884 MiB, 12288 MiB, 57, 126.82 W
2026/01/19 17:21:49.342, 87 %, 75 %, 5883 MiB, 12288 MiB, 57, 127.44 W
2026/01/19 17:21:50.347, 88 %, 77 %, 5881 MiB, 12288 MiB, 57, 128.89 W
2026/01/19 17:21:51.353, 86 %, 76 %, 5880 MiB, 12288 MiB, 57, 126.79 W
2026/01/19 17:21:52.358, 83 %, 72 %, 5880 MiB, 12288 MiB, 57, 126.16 W
2026/01/19 17:21:53.363, 87 %, 76 %, 5880 MiB, 12288 MiB, 57, 128.10 W
2026/01/19 17:21:54.373, 87 %, 77 %, 5880 MiB, 12288 MiB, 57, 127.44 W
2026/01/19 17:21:55.449, 87 %, 76 %, 5880 MiB, 12288 MiB, 57, 127.26 W
2026/01/19 17:21:56.466, 83 %, 73 %, 5880 MiB, 12288 MiB, 58, 127.64 W
2026/01/19 17:21:57.492, 84 %, 74 %, 5880 MiB, 12288 MiB, 58, 123.99 W
2026/01/19 17:21:58.504, 83 %, 72 %, 5880 MiB, 12288 MiB, 57, 125.84 W
2026/01/19 17:21:59.515, 87 %, 76 %, 5880 MiB, 12288 MiB, 58, 127.75 W
2026/01/19 17:22:00.524, 87 %, 77 %, 5880 MiB, 12288 MiB, 58, 126.57 W
2026/01/19 17:22:01.532, 85 %, 74 %, 5880 MiB, 12288 MiB, 58, 128.40 W
2026/01/19 17:22:02.540, 85 %, 74 %, 5880 MiB, 12288 MiB, 58, 128.69 W
2026/01/19 17:22:03.541, 82 %, 72 %, 5880 MiB, 12288 MiB, 58, 124.08 W
2026/01/19 17:22:04.542, 88 %, 59 %, 5880 MiB, 12288 MiB, 58, 126.55 W
2026/01/19 17:22:05.543, 85 %, 74 %, 5880 MiB, 12288 MiB, 58, 125.16 W
2026/01/19 17:22:06.544, 84 %, 74 %, 5880 MiB, 12288 MiB, 58, 123.59 W
2026/01/19 17:22:07.545, 90 %, 51 %, 5880 MiB, 12288 MiB, 58, 127.05 W
2026/01/19 17:22:08.546, 83 %, 73 %, 5880 MiB, 12288 MiB, 58, 122.01 W
2026/01/19 17:22:09.550, 86 %, 74 %, 5880 MiB, 12288 MiB, 58, 124.27 W
2026/01/19 17:22:10.551, 80 %, 69 %, 5880 MiB, 12288 MiB, 58, 125.60 W
2026/01/19 17:22:11.557, 79 %, 69 %, 5872 MiB, 12288 MiB, 58, 123.85 W
2026/01/19 17:22:12.568, 82 %, 71 %, 5880 MiB, 12288 MiB, 58, 124.01 W
2026/01/19 17:22:13.583, 0 %, 0 %, 5880 MiB, 12288 MiB, 54, 99.41 W
2026/01/19 17:22:14.595, 0 %, 0 %, 5880 MiB, 12288 MiB, 53, 45.96 W
