timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 22:07:20.736, 3 %, 4 %, 11506 MiB, 12288 MiB, 42, 13.34 W
2026/01/19 22:07:21.737, 4 %, 4 %, 11507 MiB, 12288 MiB, 41, 14.34 W
2026/01/19 22:07:22.798, 5 %, 13 %, 11511 MiB, 12288 MiB, 41, 13.32 W
2026/01/19 22:07:23.808, 78 %, 79 %, 11511 MiB, 12288 MiB, 48, 57.90 W
2026/01/19 22:07:24.818, 81 %, 82 %, 11511 MiB, 12288 MiB, 49, 120.11 W
2026/01/19 22:07:25.826, 72 %, 71 %, 11511 MiB, 12288 MiB, 49, 117.53 W
2026/01/19 22:07:26.833, 75 %, 76 %, 11511 MiB, 12288 MiB, 49, 118.63 W
2026/01/19 22:07:27.838, 76 %, 75 %, 11508 MiB, 12288 MiB, 50, 118.13 W
2026/01/19 22:07:28.842, 83 %, 84 %, 11510 MiB, 12288 MiB, 50, 123.03 W
2026/01/19 22:07:29.848, 79 %, 80 %, 11510 MiB, 12288 MiB, 51, 122.24 W
2026/01/19 22:07:30.850, 78 %, 75 %, 11510 MiB, 12288 MiB, 50, 120.15 W
2026/01/19 22:07:31.851, 78 %, 79 %, 11502 MiB, 12288 MiB, 51, 119.22 W
2026/01/19 22:07:32.854, 81 %, 81 %, 11510 MiB, 12288 MiB, 51, 121.14 W
2026/01/19 22:07:33.855, 81 %, 81 %, 11510 MiB, 12288 MiB, 51, 123.74 W
2026/01/19 22:07:34.856, 84 %, 84 %, 11510 MiB, 12288 MiB, 51, 123.36 W
2026/01/19 22:07:35.857, 59 %, 59 %, 11506 MiB, 12288 MiB, 50, 118.84 W
2026/01/19 22:07:36.859, 77 %, 77 %, 11504 MiB, 12288 MiB, 52, 122.83 W
2026/01/19 22:07:37.895, 88 %, 89 %, 11504 MiB, 12288 MiB, 52, 126.52 W
2026/01/19 22:07:38.916, 83 %, 84 %, 11504 MiB, 12288 MiB, 52, 126.65 W
2026/01/19 22:07:39.937, 85 %, 83 %, 11504 MiB, 12288 MiB, 52, 126.88 W
2026/01/19 22:07:40.972, 88 %, 89 %, 11503 MiB, 12288 MiB, 52, 126.67 W
2026/01/19 22:07:41.994, 84 %, 83 %, 11503 MiB, 12288 MiB, 53, 126.82 W
2026/01/19 22:07:43.016, 81 %, 82 %, 11503 MiB, 12288 MiB, 53, 127.67 W
2026/01/19 22:07:44.031, 87 %, 87 %, 11495 MiB, 12288 MiB, 53, 126.44 W
2026/01/19 22:07:45.050, 86 %, 87 %, 11495 MiB, 12288 MiB, 53, 128.69 W
2026/01/19 22:07:46.069, 84 %, 84 %, 11503 MiB, 12288 MiB, 53, 125.44 W
2026/01/19 22:07:47.077, 86 %, 87 %, 11503 MiB, 12288 MiB, 53, 125.80 W
2026/01/19 22:07:48.078, 76 %, 77 %, 11503 MiB, 12288 MiB, 53, 126.07 W
2026/01/19 22:07:49.079, 87 %, 85 %, 11503 MiB, 12288 MiB, 53, 128.00 W
2026/01/19 22:07:50.080, 80 %, 81 %, 11500 MiB, 12288 MiB, 53, 124.48 W
2026/01/19 22:07:51.081, 83 %, 83 %, 11500 MiB, 12288 MiB, 53, 127.47 W
2026/01/19 22:07:52.082, 88 %, 88 %, 11501 MiB, 12288 MiB, 54, 128.11 W
2026/01/19 22:07:53.137, 86 %, 84 %, 11497 MiB, 12288 MiB, 54, 127.36 W
2026/01/19 22:07:54.150, 86 %, 87 %, 11502 MiB, 12288 MiB, 54, 127.26 W
2026/01/19 22:07:55.172, 89 %, 89 %, 11502 MiB, 12288 MiB, 54, 129.73 W
2026/01/19 22:07:56.180, 87 %, 88 %, 11502 MiB, 12288 MiB, 54, 127.68 W
2026/01/19 22:07:57.194, 84 %, 84 %, 11501 MiB, 12288 MiB, 54, 127.34 W
2026/01/19 22:07:58.203, 86 %, 86 %, 11501 MiB, 12288 MiB, 54, 127.87 W
2026/01/19 22:07:59.212, 85 %, 85 %, 11501 MiB, 12288 MiB, 53, 125.43 W
2026/01/19 22:08:00.219, 83 %, 83 %, 11501 MiB, 12288 MiB, 54, 122.59 W
2026/01/19 22:08:01.226, 77 %, 78 %, 11489 MiB, 12288 MiB, 55, 126.20 W
2026/01/19 22:08:02.233, 80 %, 79 %, 11500 MiB, 12288 MiB, 54, 123.83 W
2026/01/19 22:08:03.239, 80 %, 81 %, 11500 MiB, 12288 MiB, 55, 126.61 W
2026/01/19 22:08:04.245, 75 %, 72 %, 11501 MiB, 12288 MiB, 54, 125.28 W
2026/01/19 22:08:05.252, 84 %, 84 %, 11520 MiB, 12288 MiB, 55, 120.38 W
2026/01/19 22:08:06.258, 81 %, 81 %, 11516 MiB, 12288 MiB, 55, 125.52 W
2026/01/19 22:08:07.263, 84 %, 81 %, 11515 MiB, 12288 MiB, 55, 125.98 W
2026/01/19 22:08:08.278, 76 %, 77 %, 11515 MiB, 12288 MiB, 55, 127.16 W
2026/01/19 22:08:09.293, 79 %, 78 %, 11512 MiB, 12288 MiB, 55, 125.43 W
2026/01/19 22:08:10.299, 79 %, 80 %, 11498 MiB, 12288 MiB, 55, 117.35 W
2026/01/19 22:08:11.304, 82 %, 83 %, 11484 MiB, 12288 MiB, 55, 124.23 W
2026/01/19 22:08:12.306, 88 %, 88 %, 11494 MiB, 12288 MiB, 55, 126.17 W
2026/01/19 22:08:13.309, 71 %, 69 %, 11523 MiB, 12288 MiB, 54, 120.29 W
2026/01/19 22:08:14.310, 83 %, 83 %, 11523 MiB, 12288 MiB, 55, 123.28 W
2026/01/19 22:08:15.312, 86 %, 87 %, 11522 MiB, 12288 MiB, 56, 126.82 W
2026/01/19 22:08:16.314, 84 %, 84 %, 11511 MiB, 12288 MiB, 56, 127.32 W
2026/01/19 22:08:17.317, 83 %, 84 %, 11522 MiB, 12288 MiB, 56, 125.89 W
