timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 19:25:06.457, 0 %, 3 %, 11396 MiB, 12288 MiB, 51, 14.24 W
2026/01/19 19:25:07.497, 1 %, 8 %, 11397 MiB, 12288 MiB, 51, 14.66 W
2026/01/19 19:25:08.507, 99 %, 73 %, 11397 MiB, 12288 MiB, 50, 22.02 W
2026/01/19 19:25:09.515, 85 %, 76 %, 11397 MiB, 12288 MiB, 57, 116.62 W
2026/01/19 19:25:10.521, 86 %, 74 %, 11388 MiB, 12288 MiB, 57, 121.06 W
2026/01/19 19:25:11.526, 81 %, 72 %, 11396 MiB, 12288 MiB, 57, 119.80 W
2026/01/19 19:25:12.530, 86 %, 77 %, 11396 MiB, 12288 MiB, 58, 122.39 W
2026/01/19 19:25:13.534, 84 %, 73 %, 11396 MiB, 12288 MiB, 58, 122.65 W
2026/01/19 19:25:14.537, 86 %, 77 %, 11396 MiB, 12288 MiB, 58, 123.78 W
2026/01/19 19:25:15.539, 86 %, 77 %, 11396 MiB, 12288 MiB, 58, 123.17 W
2026/01/19 19:25:16.544, 88 %, 70 %, 11396 MiB, 12288 MiB, 58, 122.61 W
2026/01/19 19:25:17.545, 88 %, 78 %, 11396 MiB, 12288 MiB, 58, 123.32 W
2026/01/19 19:25:18.551, 85 %, 74 %, 11398 MiB, 12288 MiB, 58, 122.91 W
2026/01/19 19:25:19.573, 88 %, 79 %, 11398 MiB, 12288 MiB, 58, 123.90 W
2026/01/19 19:25:20.594, 81 %, 72 %, 11398 MiB, 12288 MiB, 58, 121.91 W
2026/01/19 19:25:21.617, 83 %, 66 %, 11396 MiB, 12288 MiB, 58, 120.38 W
2026/01/19 19:25:22.636, 83 %, 74 %, 11396 MiB, 12288 MiB, 58, 121.61 W
2026/01/19 19:25:23.655, 86 %, 74 %, 11394 MiB, 12288 MiB, 58, 121.56 W
2026/01/19 19:25:24.677, 87 %, 77 %, 11394 MiB, 12288 MiB, 58, 124.33 W
2026/01/19 19:25:25.700, 85 %, 76 %, 11394 MiB, 12288 MiB, 59, 123.56 W
2026/01/19 19:25:26.721, 88 %, 76 %, 11394 MiB, 12288 MiB, 58, 123.35 W
2026/01/19 19:25:27.737, 88 %, 78 %, 11394 MiB, 12288 MiB, 59, 124.19 W
2026/01/19 19:25:28.738, 87 %, 76 %, 11394 MiB, 12288 MiB, 59, 122.75 W
2026/01/19 19:25:29.739, 85 %, 76 %, 11394 MiB, 12288 MiB, 58, 122.88 W
2026/01/19 19:25:30.758, 89 %, 79 %, 11394 MiB, 12288 MiB, 59, 124.56 W
2026/01/19 19:25:31.762, 85 %, 74 %, 11394 MiB, 12288 MiB, 58, 123.47 W
2026/01/19 19:25:32.763, 87 %, 77 %, 11394 MiB, 12288 MiB, 59, 124.07 W
2026/01/19 19:25:33.765, 83 %, 72 %, 11392 MiB, 12288 MiB, 59, 123.67 W
2026/01/19 19:25:34.783, 86 %, 77 %, 11392 MiB, 12288 MiB, 59, 124.91 W
2026/01/19 19:25:35.785, 86 %, 77 %, 11392 MiB, 12288 MiB, 59, 125.03 W
2026/01/19 19:25:36.786, 84 %, 73 %, 11392 MiB, 12288 MiB, 59, 123.83 W
2026/01/19 19:25:37.825, 88 %, 78 %, 11392 MiB, 12288 MiB, 59, 125.88 W
2026/01/19 19:25:38.832, 87 %, 76 %, 11392 MiB, 12288 MiB, 59, 124.32 W
2026/01/19 19:25:39.839, 89 %, 79 %, 11392 MiB, 12288 MiB, 59, 125.27 W
2026/01/19 19:25:40.846, 88 %, 78 %, 11392 MiB, 12288 MiB, 59, 125.94 W
2026/01/19 19:25:41.852, 86 %, 75 %, 11392 MiB, 12288 MiB, 59, 124.58 W
2026/01/19 19:25:42.857, 87 %, 78 %, 11392 MiB, 12288 MiB, 59, 125.93 W
2026/01/19 19:25:43.860, 88 %, 78 %, 11392 MiB, 12288 MiB, 59, 125.14 W
2026/01/19 19:25:44.863, 88 %, 79 %, 11392 MiB, 12288 MiB, 59, 125.89 W
2026/01/19 19:25:45.865, 86 %, 77 %, 11392 MiB, 12288 MiB, 59, 125.74 W
2026/01/19 19:25:46.866, 86 %, 75 %, 11392 MiB, 12288 MiB, 59, 123.69 W
2026/01/19 19:25:47.868, 87 %, 78 %, 11392 MiB, 12288 MiB, 59, 124.62 W
2026/01/19 19:25:48.869, 90 %, 80 %, 11392 MiB, 12288 MiB, 59, 125.03 W
2026/01/19 19:25:49.887, 89 %, 79 %, 11392 MiB, 12288 MiB, 59, 124.95 W
2026/01/19 19:25:50.889, 88 %, 78 %, 11392 MiB, 12288 MiB, 59, 125.98 W
2026/01/19 19:25:51.890, 89 %, 77 %, 11392 MiB, 12288 MiB, 59, 124.53 W
2026/01/19 19:25:52.892, 88 %, 78 %, 11392 MiB, 12288 MiB, 60, 125.19 W
2026/01/19 19:25:53.912, 88 %, 79 %, 11392 MiB, 12288 MiB, 60, 124.54 W
2026/01/19 19:25:54.920, 87 %, 69 %, 11392 MiB, 12288 MiB, 60, 125.55 W
2026/01/19 19:25:55.921, 82 %, 73 %, 11392 MiB, 12288 MiB, 60, 124.20 W
2026/01/19 19:25:56.939, 88 %, 77 %, 11391 MiB, 12288 MiB, 60, 125.75 W
2026/01/19 19:25:57.940, 86 %, 77 %, 11391 MiB, 12288 MiB, 60, 123.95 W
2026/01/19 19:25:58.960, 84 %, 74 %, 11391 MiB, 12288 MiB, 59, 123.36 W
2026/01/19 19:25:59.963, 81 %, 64 %, 11391 MiB, 12288 MiB, 59, 120.23 W
2026/01/19 19:26:00.965, 86 %, 77 %, 11391 MiB, 12288 MiB, 60, 122.99 W
2026/01/19 19:26:01.966, 85 %, 74 %, 11391 MiB, 12288 MiB, 60, 121.87 W
2026/01/19 19:26:02.968, 84 %, 75 %, 11391 MiB, 12288 MiB, 59, 121.38 W
2026/01/19 19:26:03.969, 88 %, 78 %, 11391 MiB, 12288 MiB, 60, 123.33 W
2026/01/19 19:26:04.970, 86 %, 75 %, 11391 MiB, 12288 MiB, 59, 122.66 W
2026/01/19 19:26:05.981, 84 %, 75 %, 11391 MiB, 12288 MiB, 60, 124.16 W
2026/01/19 19:26:07.011, 84 %, 74 %, 11391 MiB, 12288 MiB, 59, 122.40 W
2026/01/19 19:26:08.012, 84 %, 74 %, 11391 MiB, 12288 MiB, 60, 122.93 W
2026/01/19 19:26:09.022, 85 %, 76 %, 11391 MiB, 12288 MiB, 60, 123.09 W
2026/01/19 19:26:10.029, 86 %, 75 %, 11391 MiB, 12288 MiB, 60, 123.51 W
2026/01/19 19:26:11.036, 81 %, 72 %, 11391 MiB, 12288 MiB, 59, 120.65 W
2026/01/19 19:26:12.043, 81 %, 72 %, 11391 MiB, 12288 MiB, 60, 123.22 W
2026/01/19 19:26:13.069, 86 %, 68 %, 11391 MiB, 12288 MiB, 60, 123.18 W
