timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 17:17:11.182, 4 %, 8 %, 5957 MiB, 12288 MiB, 51, 15.44 W
2026/01/19 17:17:12.189, 6 %, 6 %, 5955 MiB, 12288 MiB, 51, 14.52 W
2026/01/19 17:17:13.195, 100 %, 75 %, 5955 MiB, 12288 MiB, 55, 29.42 W
2026/01/19 17:17:14.221, 86 %, 77 %, 5947 MiB, 12288 MiB, 57, 121.66 W
2026/01/19 17:17:15.237, 81 %, 70 %, 5882 MiB, 12288 MiB, 57, 122.33 W
2026/01/19 17:17:16.243, 88 %, 78 %, 5880 MiB, 12288 MiB, 58, 122.36 W
2026/01/19 17:17:17.249, 87 %, 78 %, 5880 MiB, 12288 MiB, 58, 124.70 W
2026/01/19 17:17:18.254, 88 %, 69 %, 5879 MiB, 12288 MiB, 58, 123.65 W
2026/01/19 17:17:19.259, 86 %, 76 %, 5871 MiB, 12288 MiB, 58, 124.58 W
2026/01/19 17:17:20.265, 87 %, 75 %, 5879 MiB, 12288 MiB, 58, 124.06 W
2026/01/19 17:17:21.270, 83 %, 73 %, 5940 MiB, 12288 MiB, 58, 123.01 W
2026/01/19 17:17:22.279, 82 %, 72 %, 5941 MiB, 12288 MiB, 58, 119.69 W
2026/01/19 17:17:23.300, 86 %, 75 %, 5943 MiB, 12288 MiB, 58, 123.18 W
2026/01/19 17:17:24.381, 88 %, 79 %, 5943 MiB, 12288 MiB, 58, 125.14 W
2026/01/19 17:17:25.386, 89 %, 78 %, 5935 MiB, 12288 MiB, 58, 125.02 W
2026/01/19 17:17:26.399, 88 %, 78 %, 5881 MiB, 12288 MiB, 59, 124.92 W
2026/01/19 17:17:27.409, 88 %, 79 %, 5880 MiB, 12288 MiB, 59, 124.79 W
2026/01/19 17:17:28.418, 88 %, 73 %, 5879 MiB, 12288 MiB, 58, 124.07 W
2026/01/19 17:17:29.427, 88 %, 78 %, 5876 MiB, 12288 MiB, 59, 122.10 W
2026/01/19 17:17:30.429, 88 %, 76 %, 5876 MiB, 12288 MiB, 59, 124.43 W
2026/01/19 17:17:31.434, 86 %, 77 %, 5876 MiB, 12288 MiB, 59, 122.08 W
2026/01/19 17:17:32.435, 89 %, 79 %, 5877 MiB, 12288 MiB, 58, 121.38 W
2026/01/19 17:17:33.436, 81 %, 70 %, 5877 MiB, 12288 MiB, 59, 122.64 W
2026/01/19 17:17:34.437, 80 %, 71 %, 5877 MiB, 12288 MiB, 59, 122.37 W
2026/01/19 17:17:35.438, 82 %, 73 %, 5866 MiB, 12288 MiB, 59, 121.56 W
2026/01/19 17:17:36.439, 84 %, 66 %, 5877 MiB, 12288 MiB, 59, 120.89 W
2026/01/19 17:17:37.450, 89 %, 79 %, 5877 MiB, 12288 MiB, 59, 122.27 W
2026/01/19 17:17:38.451, 88 %, 76 %, 5877 MiB, 12288 MiB, 59, 123.91 W
2026/01/19 17:17:39.456, 86 %, 77 %, 5877 MiB, 12288 MiB, 59, 122.13 W
2026/01/19 17:17:40.463, 82 %, 72 %, 5867 MiB, 12288 MiB, 58, 121.45 W
2026/01/19 17:17:41.469, 87 %, 75 %, 5881 MiB, 12288 MiB, 59, 120.86 W
2026/01/19 17:17:42.475, 85 %, 75 %, 5881 MiB, 12288 MiB, 59, 122.51 W
2026/01/19 17:17:43.480, 85 %, 75 %, 5881 MiB, 12288 MiB, 59, 123.44 W
2026/01/19 17:17:44.485, 88 %, 78 %, 5880 MiB, 12288 MiB, 59, 123.87 W
2026/01/19 17:17:45.490, 78 %, 69 %, 5869 MiB, 12288 MiB, 58, 120.39 W
2026/01/19 17:17:46.496, 89 %, 77 %, 5941 MiB, 12288 MiB, 59, 120.90 W
2026/01/19 17:17:47.507, 89 %, 79 %, 5941 MiB, 12288 MiB, 59, 125.46 W
2026/01/19 17:17:48.513, 86 %, 77 %, 5940 MiB, 12288 MiB, 59, 125.58 W
2026/01/19 17:17:49.518, 87 %, 69 %, 5929 MiB, 12288 MiB, 59, 124.06 W
2026/01/19 17:17:50.523, 86 %, 77 %, 5929 MiB, 12288 MiB, 59, 123.11 W
2026/01/19 17:17:51.529, 84 %, 73 %, 5928 MiB, 12288 MiB, 59, 121.50 W
2026/01/19 17:17:52.535, 87 %, 77 %, 5928 MiB, 12288 MiB, 59, 122.68 W
2026/01/19 17:17:53.540, 85 %, 76 %, 5927 MiB, 12288 MiB, 59, 122.17 W
2026/01/19 17:17:54.630, 88 %, 69 %, 5927 MiB, 12288 MiB, 59, 124.04 W
2026/01/19 17:17:55.643, 85 %, 75 %, 5866 MiB, 12288 MiB, 59, 124.49 W
2026/01/19 17:17:56.650, 86 %, 75 %, 5866 MiB, 12288 MiB, 59, 121.47 W
2026/01/19 17:17:57.655, 87 %, 77 %, 5863 MiB, 12288 MiB, 59, 124.07 W
2026/01/19 17:17:58.659, 82 %, 73 %, 5863 MiB, 12288 MiB, 59, 124.07 W
2026/01/19 17:17:59.662, 83 %, 71 %, 5928 MiB, 12288 MiB, 59, 118.43 W
2026/01/19 17:18:00.664, 78 %, 69 %, 5928 MiB, 12288 MiB, 59, 119.61 W
2026/01/19 17:18:01.665, 86 %, 74 %, 5942 MiB, 12288 MiB, 59, 116.18 W
2026/01/19 17:18:02.666, 86 %, 75 %, 5942 MiB, 12288 MiB, 59, 119.64 W
2026/01/19 17:18:03.667, 87 %, 77 %, 5886 MiB, 12288 MiB, 59, 120.35 W
2026/01/19 17:18:04.668, 73 %, 64 %, 5885 MiB, 12288 MiB, 59, 119.44 W
2026/01/19 17:18:05.675, 83 %, 73 %, 5885 MiB, 12288 MiB, 59, 118.64 W
2026/01/19 17:18:06.681, 84 %, 74 %, 5879 MiB, 12288 MiB, 59, 120.23 W
2026/01/19 17:18:07.689, 83 %, 72 %, 5879 MiB, 12288 MiB, 59, 116.90 W
2026/01/19 17:18:08.695, 83 %, 74 %, 5879 MiB, 12288 MiB, 59, 120.87 W
2026/01/19 17:18:09.702, 86 %, 76 %, 5877 MiB, 12288 MiB, 59, 119.92 W
2026/01/19 17:18:10.707, 86 %, 75 %, 5869 MiB, 12288 MiB, 59, 120.21 W
2026/01/19 17:18:11.713, 81 %, 72 %, 5866 MiB, 12288 MiB, 59, 118.83 W
2026/01/19 17:18:12.728, 83 %, 73 %, 5871 MiB, 12288 MiB, 59, 120.01 W
2026/01/19 17:18:13.734, 84 %, 72 %, 5943 MiB, 12288 MiB, 59, 119.91 W
2026/01/19 17:18:14.740, 85 %, 76 %, 5943 MiB, 12288 MiB, 59, 121.11 W
2026/01/19 17:18:15.746, 85 %, 74 %, 5894 MiB, 12288 MiB, 59, 121.96 W
2026/01/19 17:18:16.751, 85 %, 76 %, 5890 MiB, 12288 MiB, 59, 121.97 W
2026/01/19 17:18:17.757, 78 %, 69 %, 5890 MiB, 12288 MiB, 59, 119.60 W
2026/01/19 17:18:18.762, 79 %, 68 %, 5889 MiB, 12288 MiB, 59, 119.27 W
2026/01/19 17:18:19.771, 78 %, 70 %, 5878 MiB, 12288 MiB, 59, 119.49 W
2026/01/19 17:18:20.786, 79 %, 70 %, 5866 MiB, 12288 MiB, 59, 119.71 W
2026/01/19 17:18:21.787, 79 %, 62 %, 5939 MiB, 12288 MiB, 59, 117.39 W
2026/01/19 17:18:22.788, 81 %, 72 %, 5939 MiB, 12288 MiB, 59, 119.30 W
2026/01/19 17:18:23.789, 85 %, 74 %, 5939 MiB, 12288 MiB, 59, 119.07 W
2026/01/19 17:18:24.868, 77 %, 68 %, 5939 MiB, 12288 MiB, 59, 117.56 W
2026/01/19 17:18:25.874, 80 %, 71 %, 5929 MiB, 12288 MiB, 59, 118.90 W
2026/01/19 17:18:26.881, 79 %, 69 %, 5928 MiB, 12288 MiB, 59, 117.94 W
2026/01/19 17:18:27.886, 82 %, 73 %, 5928 MiB, 12288 MiB, 59, 118.73 W
2026/01/19 17:18:28.890, 84 %, 75 %, 5928 MiB, 12288 MiB, 59, 119.83 W
2026/01/19 17:18:29.893, 86 %, 75 %, 5927 MiB, 12288 MiB, 60, 123.91 W
2026/01/19 17:18:30.896, 89 %, 79 %, 5927 MiB, 12288 MiB, 60, 126.14 W
2026/01/19 17:18:31.901, 81 %, 70 %, 5939 MiB, 12288 MiB, 59, 123.11 W
2026/01/19 17:18:32.911, 86 %, 72 %, 5944 MiB, 12288 MiB, 59, 119.11 W
2026/01/19 17:18:33.916, 88 %, 77 %, 5944 MiB, 12288 MiB, 59, 123.04 W
2026/01/19 17:18:34.922, 85 %, 73 %, 5932 MiB, 12288 MiB, 59, 122.26 W
2026/01/19 17:18:35.927, 87 %, 78 %, 5882 MiB, 12288 MiB, 60, 125.10 W
2026/01/19 17:18:36.945, 82 %, 73 %, 5942 MiB, 12288 MiB, 60, 124.16 W
2026/01/19 17:18:37.955, 86 %, 68 %, 5934 MiB, 12288 MiB, 60, 122.83 W
2026/01/19 17:18:38.964, 87 %, 78 %, 5933 MiB, 12288 MiB, 60, 123.27 W
2026/01/19 17:18:39.977, 90 %, 78 %, 5931 MiB, 12288 MiB, 60, 125.50 W
2026/01/19 17:18:40.990, 85 %, 76 %, 5882 MiB, 12288 MiB, 60, 125.61 W
2026/01/19 17:18:42.003, 82 %, 73 %, 5930 MiB, 12288 MiB, 60, 124.67 W
2026/01/19 17:18:43.022, 86 %, 68 %, 5929 MiB, 12288 MiB, 60, 124.01 W
2026/01/19 17:18:44.035, 87 %, 77 %, 5929 MiB, 12288 MiB, 60, 125.15 W
2026/01/19 17:18:45.048, 88 %, 77 %, 5867 MiB, 12288 MiB, 60, 120.84 W
2026/01/19 17:18:46.058, 89 %, 79 %, 5867 MiB, 12288 MiB, 60, 124.86 W
2026/01/19 17:18:47.064, 89 %, 79 %, 5929 MiB, 12288 MiB, 60, 126.05 W
2026/01/19 17:18:48.066, 87 %, 75 %, 5929 MiB, 12288 MiB, 60, 125.39 W
2026/01/19 17:18:49.067, 88 %, 78 %, 5939 MiB, 12288 MiB, 59, 123.82 W
2026/01/19 17:18:50.077, 89 %, 77 %, 5878 MiB, 12288 MiB, 60, 124.69 W
2026/01/19 17:18:51.078, 80 %, 69 %, 5888 MiB, 12288 MiB, 59, 120.11 W
2026/01/19 17:18:52.079, 86 %, 77 %, 5888 MiB, 12288 MiB, 60, 123.89 W
2026/01/19 17:18:53.080, 87 %, 76 %, 5888 MiB, 12288 MiB, 60, 122.87 W
2026/01/19 17:18:54.081, 88 %, 78 %, 5888 MiB, 12288 MiB, 60, 124.47 W
2026/01/19 17:18:55.159, 85 %, 76 %, 5887 MiB, 12288 MiB, 60, 124.45 W
2026/01/19 17:18:56.167, 86 %, 73 %, 5877 MiB, 12288 MiB, 60, 123.18 W
2026/01/19 17:18:57.182, 86 %, 76 %, 5878 MiB, 12288 MiB, 60, 125.33 W
2026/01/19 17:18:58.199, 86 %, 75 %, 5878 MiB, 12288 MiB, 60, 123.44 W
2026/01/19 17:18:59.206, 85 %, 75 %, 5877 MiB, 12288 MiB, 60, 123.48 W
2026/01/19 17:19:00.215, 88 %, 78 %, 5877 MiB, 12288 MiB, 60, 122.97 W
2026/01/19 17:19:01.221, 79 %, 61 %, 5878 MiB, 12288 MiB, 60, 120.83 W
2026/01/19 17:19:02.244, 78 %, 69 %, 5882 MiB, 12288 MiB, 59, 120.28 W
2026/01/19 17:19:03.254, 86 %, 75 %, 5882 MiB, 12288 MiB, 60, 119.73 W
2026/01/19 17:19:04.263, 84 %, 75 %, 5882 MiB, 12288 MiB, 60, 123.75 W
2026/01/19 17:19:05.276, 85 %, 76 %, 5882 MiB, 12288 MiB, 60, 123.98 W
2026/01/19 17:19:06.286, 87 %, 75 %, 5871 MiB, 12288 MiB, 60, 120.92 W
2026/01/19 17:19:07.295, 88 %, 79 %, 5882 MiB, 12288 MiB, 60, 122.34 W
2026/01/19 17:19:08.308, 84 %, 75 %, 5879 MiB, 12288 MiB, 60, 121.87 W
2026/01/19 17:19:09.327, 77 %, 60 %, 5877 MiB, 12288 MiB, 60, 120.17 W
2026/01/19 17:19:10.340, 81 %, 72 %, 5877 MiB, 12288 MiB, 60, 121.67 W
2026/01/19 17:19:11.347, 86 %, 75 %, 5877 MiB, 12288 MiB, 60, 122.36 W
2026/01/19 17:19:12.352, 84 %, 75 %, 5877 MiB, 12288 MiB, 60, 122.89 W
2026/01/19 17:19:13.360, 85 %, 75 %, 5877 MiB, 12288 MiB, 60, 122.72 W
2026/01/19 17:19:14.365, 75 %, 65 %, 5877 MiB, 12288 MiB, 60, 116.80 W
2026/01/19 17:19:15.366, 84 %, 75 %, 5877 MiB, 12288 MiB, 60, 123.84 W
2026/01/19 17:19:16.367, 86 %, 75 %, 5869 MiB, 12288 MiB, 60, 122.77 W
2026/01/19 17:19:17.378, 81 %, 67 %, 5943 MiB, 12288 MiB, 59, 119.42 W
2026/01/19 17:19:18.379, 83 %, 74 %, 5941 MiB, 12288 MiB, 60, 120.43 W
