timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 19:13:29.876, 1 %, 3 %, 11363 MiB, 12288 MiB, 43, 13.69 W
2026/01/19 19:13:30.884, 2 %, 5 %, 11347 MiB, 12288 MiB, 42, 14.14 W
2026/01/19 19:13:31.893, 99 %, 77 %, 11351 MiB, 12288 MiB, 47, 21.86 W
2026/01/19 19:13:32.904, 87 %, 88 %, 11348 MiB, 12288 MiB, 50, 119.97 W
2026/01/19 19:13:33.918, 89 %, 89 %, 11348 MiB, 12288 MiB, 51, 126.83 W
2026/01/19 19:13:34.925, 88 %, 89 %, 11348 MiB, 12288 MiB, 51, 128.13 W
2026/01/19 19:13:35.971, 87 %, 87 %, 11348 MiB, 12288 MiB, 51, 128.08 W
2026/01/19 19:13:36.976, 88 %, 89 %, 11346 MiB, 12288 MiB, 52, 128.68 W
2026/01/19 19:13:37.989, 88 %, 88 %, 11346 MiB, 12288 MiB, 52, 127.82 W
2026/01/19 19:13:39.002, 89 %, 89 %, 11346 MiB, 12288 MiB, 52, 128.82 W
2026/01/19 19:13:40.014, 88 %, 89 %, 11346 MiB, 12288 MiB, 52, 128.88 W
2026/01/19 19:13:41.018, 87 %, 88 %, 11346 MiB, 12288 MiB, 52, 128.46 W
2026/01/19 19:13:42.022, 88 %, 89 %, 11346 MiB, 12288 MiB, 53, 128.77 W
2026/01/19 19:13:43.025, 89 %, 89 %, 11346 MiB, 12288 MiB, 53, 129.11 W
2026/01/19 19:13:44.027, 86 %, 86 %, 11346 MiB, 12288 MiB, 53, 129.07 W
2026/01/19 19:13:45.029, 88 %, 85 %, 11345 MiB, 12288 MiB, 53, 128.93 W
2026/01/19 19:13:46.030, 89 %, 89 %, 11345 MiB, 12288 MiB, 53, 129.55 W
2026/01/19 19:13:47.030, 85 %, 85 %, 11345 MiB, 12288 MiB, 53, 128.42 W
2026/01/19 19:13:48.031, 86 %, 86 %, 11345 MiB, 12288 MiB, 54, 127.77 W
2026/01/19 19:13:49.033, 88 %, 88 %, 11345 MiB, 12288 MiB, 54, 129.84 W
2026/01/19 19:13:50.038, 85 %, 86 %, 11345 MiB, 12288 MiB, 54, 128.73 W
2026/01/19 19:13:51.056, 85 %, 85 %, 11345 MiB, 12288 MiB, 54, 129.03 W
2026/01/19 19:13:52.062, 85 %, 85 %, 11345 MiB, 12288 MiB, 54, 127.55 W
2026/01/19 19:13:53.071, 84 %, 85 %, 11345 MiB, 12288 MiB, 54, 128.21 W
2026/01/19 19:13:54.076, 88 %, 89 %, 11345 MiB, 12288 MiB, 54, 128.96 W
2026/01/19 19:13:55.086, 89 %, 90 %, 11345 MiB, 12288 MiB, 54, 129.80 W
2026/01/19 19:13:56.092, 83 %, 80 %, 11345 MiB, 12288 MiB, 55, 128.99 W
2026/01/19 19:13:57.098, 87 %, 88 %, 11345 MiB, 12288 MiB, 55, 130.41 W
2026/01/19 19:13:58.103, 86 %, 86 %, 11345 MiB, 12288 MiB, 54, 128.40 W
2026/01/19 19:13:59.111, 86 %, 86 %, 11365 MiB, 12288 MiB, 55, 127.81 W
2026/01/19 19:14:00.116, 86 %, 85 %, 11365 MiB, 12288 MiB, 55, 127.71 W
2026/01/19 19:14:01.124, 84 %, 84 %, 11357 MiB, 12288 MiB, 55, 127.05 W
2026/01/19 19:14:02.129, 87 %, 88 %, 11356 MiB, 12288 MiB, 55, 127.78 W
2026/01/19 19:14:03.136, 81 %, 82 %, 11355 MiB, 12288 MiB, 54, 125.27 W
2026/01/19 19:14:04.143, 84 %, 85 %, 11355 MiB, 12288 MiB, 55, 125.72 W
2026/01/19 19:14:05.148, 87 %, 87 %, 11355 MiB, 12288 MiB, 55, 125.82 W
2026/01/19 19:14:06.185, 85 %, 85 %, 11343 MiB, 12288 MiB, 55, 128.60 W
2026/01/19 19:14:07.186, 78 %, 78 %, 11343 MiB, 12288 MiB, 55, 126.08 W
2026/01/19 19:14:08.196, 87 %, 88 %, 11343 MiB, 12288 MiB, 55, 126.46 W
2026/01/19 19:14:09.202, 86 %, 85 %, 11343 MiB, 12288 MiB, 55, 129.40 W
2026/01/19 19:14:10.207, 86 %, 87 %, 11343 MiB, 12288 MiB, 55, 127.61 W
2026/01/19 19:14:11.211, 85 %, 84 %, 11343 MiB, 12288 MiB, 56, 129.83 W
2026/01/19 19:14:12.214, 87 %, 87 %, 11343 MiB, 12288 MiB, 56, 127.75 W
2026/01/19 19:14:13.218, 83 %, 83 %, 11343 MiB, 12288 MiB, 56, 129.68 W
2026/01/19 19:14:14.219, 87 %, 85 %, 11343 MiB, 12288 MiB, 56, 128.60 W
2026/01/19 19:14:15.220, 88 %, 89 %, 11343 MiB, 12288 MiB, 56, 130.88 W
2026/01/19 19:14:16.231, 87 %, 87 %, 11343 MiB, 12288 MiB, 56, 129.60 W
2026/01/19 19:14:17.237, 86 %, 87 %, 11343 MiB, 12288 MiB, 56, 129.08 W
2026/01/19 19:14:18.259, 88 %, 88 %, 11343 MiB, 12288 MiB, 56, 130.62 W
2026/01/19 19:14:19.281, 84 %, 85 %, 11343 MiB, 12288 MiB, 56, 130.14 W
2026/01/19 19:14:20.300, 85 %, 85 %, 11343 MiB, 12288 MiB, 56, 129.90 W
2026/01/19 19:14:21.322, 89 %, 90 %, 11343 MiB, 12288 MiB, 57, 130.03 W
2026/01/19 19:14:22.344, 87 %, 87 %, 11343 MiB, 12288 MiB, 57, 131.30 W
2026/01/19 19:14:23.366, 86 %, 87 %, 11343 MiB, 12288 MiB, 57, 128.40 W
2026/01/19 19:14:24.388, 88 %, 89 %, 11343 MiB, 12288 MiB, 57, 130.80 W
2026/01/19 19:14:25.410, 89 %, 89 %, 11343 MiB, 12288 MiB, 57, 128.71 W
2026/01/19 19:14:26.432, 85 %, 86 %, 11343 MiB, 12288 MiB, 57, 129.40 W
2026/01/19 19:14:27.453, 87 %, 85 %, 11343 MiB, 12288 MiB, 57, 130.25 W
2026/01/19 19:14:28.475, 88 %, 89 %, 11343 MiB, 12288 MiB, 57, 129.57 W
2026/01/19 19:14:29.496, 87 %, 86 %, 11343 MiB, 12288 MiB, 57, 129.91 W
2026/01/19 19:14:30.518, 84 %, 85 %, 11368 MiB, 12288 MiB, 57, 129.01 W
2026/01/19 19:14:31.541, 85 %, 84 %, 11368 MiB, 12288 MiB, 57, 129.49 W
2026/01/19 19:14:32.552, 81 %, 82 %, 11368 MiB, 12288 MiB, 57, 126.53 W
