timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/20 17:59:42.788, 86 %, 83 %, 11318 MiB, 12288 MiB, 60, 128.87 W
2026/01/20 17:59:43.794, 85 %, 86 %, 11318 MiB, 12288 MiB, 60, 125.32 W
2026/01/20 17:59:44.799, 81 %, 80 %, 11318 MiB, 12288 MiB, 60, 128.88 W
2026/01/20 17:59:45.819, 86 %, 76 %, 11312 MiB, 12288 MiB, 60, 130.00 W
2026/01/20 17:59:46.825, 84 %, 75 %, 11308 MiB, 12288 MiB, 60, 128.38 W
2026/01/20 17:59:47.830, 88 %, 54 %, 11309 MiB, 12288 MiB, 60, 131.29 W
2026/01/20 17:59:48.831, 83 %, 75 %, 11309 MiB, 12288 MiB, 60, 129.58 W
2026/01/20 17:59:49.832, 86 %, 76 %, 11309 MiB, 12288 MiB, 60, 128.35 W
2026/01/20 17:59:50.833, 88 %, 65 %, 11300 MiB, 12288 MiB, 60, 130.93 W
2026/01/20 17:59:51.834, 83 %, 74 %, 11300 MiB, 12288 MiB, 61, 130.45 W
2026/01/20 17:59:52.835, 84 %, 74 %, 11339 MiB, 12288 MiB, 60, 127.74 W
2026/01/20 17:59:53.840, 86 %, 77 %, 11339 MiB, 12288 MiB, 61, 132.39 W
2026/01/20 17:59:54.841, 84 %, 75 %, 11333 MiB, 12288 MiB, 60, 129.25 W
2026/01/20 17:59:55.842, 83 %, 73 %, 11335 MiB, 12288 MiB, 60, 127.08 W
2026/01/20 17:59:56.843, 77 %, 69 %, 11335 MiB, 12288 MiB, 60, 129.26 W
2026/01/20 17:59:57.848, 84 %, 76 %, 11327 MiB, 12288 MiB, 61, 129.15 W
2026/01/20 17:59:58.850, 84 %, 74 %, 11318 MiB, 12288 MiB, 60, 119.69 W
2026/01/20 17:59:59.850, 79 %, 70 %, 11317 MiB, 12288 MiB, 60, 127.25 W
2026/01/20 18:00:00.851, 78 %, 70 %, 11315 MiB, 12288 MiB, 60, 125.64 W
2026/01/20 18:00:01.857, 79 %, 68 %, 11301 MiB, 12288 MiB, 60, 126.18 W
2026/01/20 18:00:02.858, 81 %, 70 %, 11301 MiB, 12288 MiB, 60, 128.02 W
2026/01/20 18:00:03.859, 80 %, 72 %, 11301 MiB, 12288 MiB, 60, 124.81 W
2026/01/20 18:00:04.860, 76 %, 66 %, 11384 MiB, 12288 MiB, 60, 124.68 W
2026/01/20 18:00:05.896, 81 %, 70 %, 11384 MiB, 12288 MiB, 60, 126.00 W
2026/01/20 18:00:06.898, 76 %, 68 %, 11382 MiB, 12288 MiB, 60, 123.43 W
2026/01/20 18:00:07.936, 82 %, 72 %, 11382 MiB, 12288 MiB, 60, 124.72 W
2026/01/20 18:00:09.591, 83 %, 71 %, 11357 MiB, 12288 MiB, 61, 127.27 W
2026/01/20 18:00:10.592, 79 %, 70 %, 11304 MiB, 12288 MiB, 60, 125.04 W
2026/01/20 18:00:11.595, 80 %, 71 %, 11325 MiB, 12288 MiB, 60, 125.68 W
2026/01/20 18:00:12.597, 80 %, 69 %, 11325 MiB, 12288 MiB, 60, 128.11 W
2026/01/20 18:00:13.621, 77 %, 69 %, 11311 MiB, 12288 MiB, 60, 124.98 W
2026/01/20 18:00:14.622, 79 %, 70 %, 11308 MiB, 12288 MiB, 60, 124.33 W
2026/01/20 18:00:15.631, 84 %, 73 %, 11300 MiB, 12288 MiB, 61, 127.50 W
2026/01/20 18:00:16.632, 81 %, 73 %, 11300 MiB, 12288 MiB, 60, 125.54 W
2026/01/20 18:00:17.634, 75 %, 67 %, 11300 MiB, 12288 MiB, 60, 125.13 W
2026/01/20 18:00:18.635, 84 %, 73 %, 11319 MiB, 12288 MiB, 60, 128.25 W
2026/01/20 18:00:19.666, 81 %, 73 %, 11311 MiB, 12288 MiB, 60, 124.12 W
2026/01/20 18:00:20.667, 79 %, 70 %, 11311 MiB, 12288 MiB, 60, 123.99 W
2026/01/20 18:00:21.708, 72 %, 73 %, 11294 MiB, 12288 MiB, 60, 121.25 W
2026/01/20 18:00:22.737, 79 %, 80 %, 11291 MiB, 12288 MiB, 60, 123.16 W
2026/01/20 18:00:23.768, 71 %, 71 %, 11290 MiB, 12288 MiB, 60, 121.43 W
