timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 19:12:21.330, 1 %, 3 %, 11331 MiB, 12288 MiB, 47, 13.64 W
2026/01/19 19:12:22.332, 8 %, 5 %, 11353 MiB, 12288 MiB, 46, 14.66 W
2026/01/19 19:12:23.334, 98 %, 69 %, 11403 MiB, 12288 MiB, 46, 23.90 W
2026/01/19 19:12:24.335, 86 %, 74 %, 11394 MiB, 12288 MiB, 53, 115.05 W
2026/01/19 19:12:25.336, 87 %, 74 %, 11393 MiB, 12288 MiB, 53, 118.49 W
2026/01/19 19:12:26.337, 79 %, 59 %, 11391 MiB, 12288 MiB, 54, 117.84 W
2026/01/19 19:12:27.338, 78 %, 67 %, 11390 MiB, 12288 MiB, 54, 116.84 W
2026/01/19 19:12:28.339, 78 %, 67 %, 11374 MiB, 12288 MiB, 54, 116.49 W
2026/01/19 19:12:29.340, 89 %, 69 %, 11374 MiB, 12288 MiB, 54, 122.90 W
2026/01/19 19:12:30.341, 86 %, 74 %, 11374 MiB, 12288 MiB, 55, 122.70 W
2026/01/19 19:12:31.342, 87 %, 75 %, 11374 MiB, 12288 MiB, 55, 123.49 W
2026/01/19 19:12:32.351, 85 %, 67 %, 11382 MiB, 12288 MiB, 55, 121.69 W
2026/01/19 19:12:33.352, 87 %, 74 %, 11382 MiB, 12288 MiB, 55, 122.19 W
2026/01/19 19:12:34.353, 89 %, 69 %, 11379 MiB, 12288 MiB, 55, 123.45 W
2026/01/19 19:12:35.354, 50 %, 43 %, 11378 MiB, 12288 MiB, 53, 112.45 W
2026/01/19 19:12:36.385, 89 %, 76 %, 11378 MiB, 12288 MiB, 55, 118.51 W
2026/01/19 19:12:37.393, 88 %, 69 %, 11374 MiB, 12288 MiB, 55, 123.93 W
2026/01/19 19:12:38.400, 88 %, 76 %, 11374 MiB, 12288 MiB, 55, 122.33 W
2026/01/19 19:12:39.406, 88 %, 76 %, 11377 MiB, 12288 MiB, 55, 123.09 W
2026/01/19 19:12:40.411, 87 %, 69 %, 11377 MiB, 12288 MiB, 55, 122.87 W
2026/01/19 19:12:41.420, 1 %, 0 %, 11376 MiB, 12288 MiB, 51, 81.25 W
2026/01/19 19:12:42.431, 1 %, 0 %, 11376 MiB, 12288 MiB, 50, 46.14 W
2026/01/19 19:12:43.437, 4 %, 1 %, 11376 MiB, 12288 MiB, 48, 32.29 W
