timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 20:34:58.888, 2 %, 8 %, 11523 MiB, 12288 MiB, 46, 13.92 W
2026/01/19 20:34:59.891, 4 %, 5 %, 11529 MiB, 12288 MiB, 46, 14.78 W
2026/01/19 20:35:00.894, 85 %, 58 %, 11529 MiB, 12288 MiB, 46, 14.56 W
2026/01/19 20:35:01.909, 85 %, 76 %, 11526 MiB, 12288 MiB, 54, 112.37 W
2026/01/19 20:35:02.910, 84 %, 77 %, 11517 MiB, 12288 MiB, 55, 129.51 W
2026/01/19 20:35:03.911, 84 %, 74 %, 11518 MiB, 12288 MiB, 56, 130.09 W
2026/01/19 20:35:04.912, 84 %, 75 %, 11518 MiB, 12288 MiB, 56, 129.79 W
2026/01/19 20:35:05.913, 84 %, 76 %, 11518 MiB, 12288 MiB, 56, 130.06 W
2026/01/19 20:35:06.914, 85 %, 76 %, 11518 MiB, 12288 MiB, 57, 130.69 W
2026/01/19 20:35:07.915, 86 %, 76 %, 11518 MiB, 12288 MiB, 57, 131.33 W
2026/01/19 20:35:08.917, 85 %, 77 %, 11518 MiB, 12288 MiB, 57, 130.57 W
2026/01/19 20:35:09.917, 83 %, 74 %, 11493 MiB, 12288 MiB, 58, 129.05 W
2026/01/19 20:35:10.919, 82 %, 73 %, 11493 MiB, 12288 MiB, 58, 130.24 W
2026/01/19 20:35:11.931, 81 %, 73 %, 11494 MiB, 12288 MiB, 59, 128.37 W
2026/01/19 20:35:12.992, 84 %, 74 %, 11494 MiB, 12288 MiB, 59, 120.63 W
2026/01/19 20:35:14.019, 84 %, 75 %, 11494 MiB, 12288 MiB, 59, 132.32 W
2026/01/19 20:35:15.032, 83 %, 75 %, 11493 MiB, 12288 MiB, 60, 131.15 W
2026/01/19 20:35:16.039, 86 %, 77 %, 11493 MiB, 12288 MiB, 60, 133.03 W
2026/01/19 20:35:17.059, 86 %, 77 %, 11493 MiB, 12288 MiB, 60, 133.33 W
2026/01/19 20:35:18.063, 84 %, 77 %, 11493 MiB, 12288 MiB, 61, 132.77 W
2026/01/19 20:35:19.066, 85 %, 75 %, 11492 MiB, 12288 MiB, 60, 132.68 W
2026/01/19 20:35:20.097, 84 %, 75 %, 11492 MiB, 12288 MiB, 61, 132.46 W
2026/01/19 20:35:21.099, 85 %, 77 %, 11492 MiB, 12288 MiB, 62, 133.08 W
2026/01/19 20:35:22.100, 85 %, 76 %, 11491 MiB, 12288 MiB, 62, 132.42 W
2026/01/19 20:35:23.102, 84 %, 75 %, 11491 MiB, 12288 MiB, 62, 134.64 W
2026/01/19 20:35:24.104, 82 %, 74 %, 11491 MiB, 12288 MiB, 62, 132.62 W
2026/01/19 20:35:25.105, 84 %, 74 %, 11491 MiB, 12288 MiB, 63, 134.55 W
2026/01/19 20:35:26.107, 0 %, 0 %, 11491 MiB, 12288 MiB, 58, 58.34 W
2026/01/19 20:35:27.108, 1 %, 0 %, 11490 MiB, 12288 MiB, 57, 45.44 W
