timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/20 18:26:57.771, 1 %, 3 %, 11285 MiB, 12288 MiB, 51, 14.43 W
2026/01/20 18:26:58.773, 1 %, 3 %, 11283 MiB, 12288 MiB, 51, 14.89 W
2026/01/20 18:26:59.792, 0 %, 12 %, 11283 MiB, 12288 MiB, 51, 14.54 W
2026/01/20 18:27:00.794, 73 %, 62 %, 11330 MiB, 12288 MiB, 58, 50.07 W
2026/01/20 18:27:01.795, 83 %, 72 %, 11326 MiB, 12288 MiB, 59, 126.45 W
2026/01/20 18:27:02.814, 83 %, 71 %, 11317 MiB, 12288 MiB, 60, 127.73 W
2026/01/20 18:27:03.816, 79 %, 32 %, 11317 MiB, 12288 MiB, 60, 127.32 W
2026/01/20 18:27:04.836, 78 %, 68 %, 11317 MiB, 12288 MiB, 60, 126.57 W
2026/01/20 18:27:05.838, 82 %, 71 %, 11304 MiB, 12288 MiB, 60, 128.79 W
2026/01/20 18:27:06.839, 90 %, 37 %, 11322 MiB, 12288 MiB, 61, 129.49 W
2026/01/20 18:27:07.841, 81 %, 71 %, 11319 MiB, 12288 MiB, 61, 128.69 W
2026/01/20 18:27:08.856, 80 %, 71 %, 11311 MiB, 12288 MiB, 61, 128.79 W
2026/01/20 18:27:09.858, 81 %, 70 %, 11311 MiB, 12288 MiB, 63, 130.86 W
2026/01/20 18:27:10.859, 81 %, 71 %, 11306 MiB, 12288 MiB, 63, 131.37 W
2026/01/20 18:27:11.875, 82 %, 72 %, 11304 MiB, 12288 MiB, 63, 129.88 W
2026/01/20 18:27:12.877, 79 %, 68 %, 11327 MiB, 12288 MiB, 63, 127.52 W
2026/01/20 18:27:13.878, 77 %, 68 %, 11327 MiB, 12288 MiB, 63, 126.35 W
2026/01/20 18:27:14.895, 82 %, 74 %, 11328 MiB, 12288 MiB, 63, 130.05 W
2026/01/20 18:27:15.896, 83 %, 73 %, 11327 MiB, 12288 MiB, 63, 133.93 W
2026/01/20 18:27:16.897, 84 %, 74 %, 11316 MiB, 12288 MiB, 63, 133.36 W
2026/01/20 18:27:18.247, 84 %, 75 %, 11316 MiB, 12288 MiB, 63, 133.15 W
2026/01/20 18:27:19.729, 83 %, 74 %, 11316 MiB, 12288 MiB, 62, 131.82 W
2026/01/20 18:27:20.749, 85 %, 75 %, 11316 MiB, 12288 MiB, 63, 134.20 W
2026/01/20 18:27:21.751, 81 %, 72 %, 11317 MiB, 12288 MiB, 62, 131.09 W
2026/01/20 18:27:22.752, 83 %, 72 %, 11329 MiB, 12288 MiB, 62, 131.52 W
2026/01/20 18:27:23.754, 73 %, 65 %, 11329 MiB, 12288 MiB, 62, 132.08 W
2026/01/20 18:27:24.774, 82 %, 74 %, 11328 MiB, 12288 MiB, 62, 121.86 W
2026/01/20 18:27:25.796, 84 %, 74 %, 11317 MiB, 12288 MiB, 62, 130.76 W
2026/01/20 18:27:26.846, 0 %, 0 %, 11317 MiB, 12288 MiB, 57, 54.80 W
2026/01/20 18:27:27.884, 0 %, 0 %, 11317 MiB, 12288 MiB, 56, 43.82 W
2026/01/20 18:27:28.925, 6 %, 1 %, 11341 MiB, 12288 MiB, 55, 29.04 W
2026/01/20 18:27:29.969, 6 %, 2 %, 11344 MiB, 12288 MiB, 53, 19.35 W
2026/01/20 18:27:31.001, 0 %, 1 %, 11341 MiB, 12288 MiB, 53, 16.43 W
2026/01/20 18:27:32.048, 3 %, 4 %, 11331 MiB, 12288 MiB, 52, 14.72 W
2026/01/20 18:27:33.088, 7 %, 4 %, 11342 MiB, 12288 MiB, 52, 15.80 W
2026/01/20 18:27:34.125, 7 %, 5 %, 11342 MiB, 12288 MiB, 51, 15.60 W
2026/01/20 18:27:35.127, 6 %, 8 %, 11350 MiB, 12288 MiB, 51, 14.60 W
2026/01/20 18:27:36.130, 61 %, 46 %, 11354 MiB, 12288 MiB, 51, 16.55 W
2026/01/20 18:27:37.134, 82 %, 68 %, 11354 MiB, 12288 MiB, 57, 99.29 W
2026/01/20 18:27:38.142, 83 %, 70 %, 11351 MiB, 12288 MiB, 57, 121.05 W
2026/01/20 18:27:39.143, 84 %, 70 %, 11339 MiB, 12288 MiB, 57, 122.37 W
2026/01/20 18:27:40.144, 86 %, 65 %, 11338 MiB, 12288 MiB, 58, 113.76 W
2026/01/20 18:27:41.146, 83 %, 70 %, 11338 MiB, 12288 MiB, 57, 121.91 W
2026/01/20 18:27:42.148, 75 %, 63 %, 11338 MiB, 12288 MiB, 57, 121.65 W
2026/01/20 18:27:43.151, 74 %, 61 %, 11338 MiB, 12288 MiB, 57, 122.80 W
2026/01/20 18:27:44.152, 85 %, 71 %, 11338 MiB, 12288 MiB, 57, 126.50 W
2026/01/20 18:27:45.154, 84 %, 72 %, 11338 MiB, 12288 MiB, 58, 122.51 W
2026/01/20 18:27:46.156, 84 %, 71 %, 11332 MiB, 12288 MiB, 58, 123.10 W
2026/01/20 18:27:47.158, 80 %, 67 %, 11330 MiB, 12288 MiB, 58, 124.70 W
2026/01/20 18:27:48.160, 82 %, 70 %, 11329 MiB, 12288 MiB, 58, 120.69 W
2026/01/20 18:27:49.942, 83 %, 69 %, 11329 MiB, 12288 MiB, 58, 122.97 W
2026/01/20 18:27:50.945, 82 %, 68 %, 11328 MiB, 12288 MiB, 57, 124.90 W
2026/01/20 18:27:51.946, 81 %, 68 %, 11328 MiB, 12288 MiB, 58, 122.04 W
2026/01/20 18:27:52.948, 83 %, 70 %, 11328 MiB, 12288 MiB, 58, 123.09 W
2026/01/20 18:27:53.950, 96 %, 39 %, 11328 MiB, 12288 MiB, 58, 122.85 W
2026/01/20 18:27:54.952, 84 %, 71 %, 11327 MiB, 12288 MiB, 58, 122.95 W
2026/01/20 18:27:55.954, 85 %, 73 %, 11327 MiB, 12288 MiB, 58, 122.95 W
2026/01/20 18:27:56.956, 84 %, 70 %, 11327 MiB, 12288 MiB, 58, 122.87 W
2026/01/20 18:27:57.958, 0 %, 0 %, 11327 MiB, 12288 MiB, 53, 54.28 W
2026/01/20 18:27:58.960, 0 %, 0 %, 11327 MiB, 12288 MiB, 52, 45.36 W
2026/01/20 18:27:59.968, 3 %, 3 %, 11327 MiB, 12288 MiB, 50, 24.13 W
2026/01/20 18:28:00.971, 1 %, 2 %, 11327 MiB, 12288 MiB, 49, 14.95 W
2026/01/20 18:28:01.990, 0 %, 5 %, 11327 MiB, 12288 MiB, 49, 14.17 W
