timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/20 18:25:10.823, 2 %, 27 %, 11245 MiB, 12288 MiB, 40, 14.54 W
2026/01/20 18:25:11.825, 1 %, 21 %, 11246 MiB, 12288 MiB, 40, 13.98 W
2026/01/20 18:25:12.826, 1 %, 5 %, 11242 MiB, 12288 MiB, 40, 13.70 W
2026/01/20 18:25:13.827, 0 %, 5 %, 11241 MiB, 12288 MiB, 40, 13.72 W
2026/01/20 18:25:15.125, 2 %, 5 %, 11232 MiB, 12288 MiB, 40, 13.40 W
2026/01/20 18:25:16.603, 1 %, 5 %, 11219 MiB, 12288 MiB, 40, 13.44 W
2026/01/20 18:25:17.604, 1 %, 3 %, 11215 MiB, 12288 MiB, 40, 13.54 W
2026/01/20 18:25:18.605, 1 %, 3 %, 11209 MiB, 12288 MiB, 40, 13.41 W
2026/01/20 18:25:19.607, 1 %, 4 %, 11194 MiB, 12288 MiB, 40, 13.51 W
2026/01/20 18:25:20.609, 1 %, 3 %, 11184 MiB, 12288 MiB, 40, 13.52 W
2026/01/20 18:25:21.610, 12 %, 9 %, 11221 MiB, 12288 MiB, 40, 13.68 W
2026/01/20 18:25:22.611, 0 %, 3 %, 11221 MiB, 12288 MiB, 40, 13.52 W
2026/01/20 18:25:23.612, 0 %, 3 %, 11221 MiB, 12288 MiB, 40, 13.41 W
2026/01/20 18:25:24.613, 1 %, 26 %, 11222 MiB, 12288 MiB, 40, 13.21 W
2026/01/20 18:25:25.615, 0 %, 15 %, 11224 MiB, 12288 MiB, 40, 13.80 W
2026/01/20 18:25:26.616, 1 %, 4 %, 11227 MiB, 12288 MiB, 40, 14.07 W
2026/01/20 18:25:27.618, 0 %, 8 %, 11221 MiB, 12288 MiB, 40, 13.23 W
2026/01/20 18:25:28.618, 9 %, 8 %, 11206 MiB, 12288 MiB, 40, 13.49 W
2026/01/20 18:25:29.633, 1 %, 13 %, 11206 MiB, 12288 MiB, 40, 13.31 W
2026/01/20 18:25:30.636, 2 %, 27 %, 11209 MiB, 12288 MiB, 40, 13.65 W
2026/01/20 18:25:31.638, 3 %, 17 %, 11209 MiB, 12288 MiB, 40, 13.13 W
2026/01/20 18:25:32.640, 3 %, 4 %, 11205 MiB, 12288 MiB, 40, 13.60 W
2026/01/20 18:25:33.666, 1 %, 30 %, 11196 MiB, 12288 MiB, 40, 13.38 W
2026/01/20 18:25:34.669, 0 %, 14 %, 11194 MiB, 12288 MiB, 40, 12.89 W
2026/01/20 18:25:35.671, 1 %, 25 %, 11188 MiB, 12288 MiB, 40, 12.99 W
2026/01/20 18:25:36.674, 4 %, 28 %, 11189 MiB, 12288 MiB, 40, 13.10 W
2026/01/20 18:25:37.676, 1 %, 6 %, 11189 MiB, 12288 MiB, 40, 13.21 W
2026/01/20 18:25:38.703, 0 %, 28 %, 11201 MiB, 12288 MiB, 40, 13.22 W
