timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 20:36:28.615, 1 %, 11 %, 11488 MiB, 12288 MiB, 45, 13.51 W
2026/01/19 20:36:29.622, 0 %, 4 %, 11485 MiB, 12288 MiB, 44, 14.13 W
2026/01/19 20:36:30.628, 95 %, 37 %, 11485 MiB, 12288 MiB, 50, 29.94 W
2026/01/19 20:36:31.642, 77 %, 63 %, 11486 MiB, 12288 MiB, 52, 126.68 W
2026/01/19 20:36:32.648, 81 %, 69 %, 11489 MiB, 12288 MiB, 53, 126.35 W
2026/01/19 20:36:33.653, 80 %, 65 %, 11489 MiB, 12288 MiB, 53, 126.67 W
2026/01/19 20:36:34.658, 83 %, 69 %, 11489 MiB, 12288 MiB, 52, 126.64 W
2026/01/19 20:36:35.664, 80 %, 65 %, 11488 MiB, 12288 MiB, 53, 129.70 W
2026/01/19 20:36:36.665, 81 %, 69 %, 11488 MiB, 12288 MiB, 53, 126.17 W
2026/01/19 20:36:37.674, 74 %, 63 %, 11488 MiB, 12288 MiB, 54, 119.61 W
2026/01/19 20:36:38.675, 82 %, 67 %, 11488 MiB, 12288 MiB, 53, 121.05 W
2026/01/19 20:36:39.676, 80 %, 64 %, 11488 MiB, 12288 MiB, 54, 131.69 W
2026/01/19 20:36:40.677, 80 %, 66 %, 11488 MiB, 12288 MiB, 54, 126.47 W
2026/01/19 20:36:41.678, 77 %, 66 %, 11488 MiB, 12288 MiB, 54, 127.05 W
2026/01/19 20:36:42.734, 79 %, 64 %, 11488 MiB, 12288 MiB, 54, 127.07 W
2026/01/19 20:36:43.740, 0 %, 0 %, 11488 MiB, 12288 MiB, 49, 81.60 W
2026/01/19 20:36:44.749, 0 %, 0 %, 11488 MiB, 12288 MiB, 48, 45.18 W
2026/01/19 20:36:45.756, 0 %, 1 %, 11488 MiB, 12288 MiB, 46, 31.45 W
