timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/20 18:28:04.924, 0 %, 3 %, 11327 MiB, 12288 MiB, 47, 13.71 W
2026/01/20 18:28:05.931, 0 %, 3 %, 11332 MiB, 12288 MiB, 47, 13.74 W
2026/01/20 18:28:06.937, 42 %, 42 %, 11332 MiB, 12288 MiB, 47, 15.23 W
2026/01/20 18:28:07.953, 80 %, 67 %, 11331 MiB, 12288 MiB, 54, 103.65 W
2026/01/20 18:28:08.958, 80 %, 69 %, 11331 MiB, 12288 MiB, 54, 126.46 W
2026/01/20 18:28:09.963, 82 %, 69 %, 11331 MiB, 12288 MiB, 55, 128.13 W
2026/01/20 18:28:10.968, 95 %, 37 %, 11331 MiB, 12288 MiB, 56, 128.50 W
2026/01/20 18:28:11.976, 81 %, 69 %, 11329 MiB, 12288 MiB, 55, 128.95 W
2026/01/20 18:28:12.981, 79 %, 69 %, 11329 MiB, 12288 MiB, 53, 126.45 W
2026/01/20 18:28:13.987, 82 %, 69 %, 11329 MiB, 12288 MiB, 55, 118.53 W
2026/01/20 18:28:14.994, 85 %, 53 %, 11326 MiB, 12288 MiB, 55, 129.29 W
2026/01/20 18:28:15.999, 76 %, 64 %, 11331 MiB, 12288 MiB, 55, 122.54 W
2026/01/20 18:28:17.005, 80 %, 69 %, 11331 MiB, 12288 MiB, 56, 125.74 W
2026/01/20 18:28:18.012, 82 %, 70 %, 11331 MiB, 12288 MiB, 56, 128.10 W
2026/01/20 18:28:19.017, 80 %, 66 %, 11346 MiB, 12288 MiB, 55, 127.59 W
2026/01/20 18:28:20.803, 80 %, 66 %, 11345 MiB, 12288 MiB, 55, 125.00 W
2026/01/20 18:28:21.820, 81 %, 70 %, 11341 MiB, 12288 MiB, 56, 126.81 W
2026/01/20 18:28:22.832, 83 %, 71 %, 11341 MiB, 12288 MiB, 54, 129.02 W
2026/01/20 18:28:23.838, 0 %, 0 %, 11332 MiB, 12288 MiB, 51, 56.33 W
2026/01/20 18:28:24.842, 0 %, 0 %, 11331 MiB, 12288 MiB, 49, 42.25 W
2026/01/20 18:28:25.851, 0 %, 2 %, 11351 MiB, 12288 MiB, 48, 23.14 W
