timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/01/19 20:36:03.377, 0 %, 9 %, 11489 MiB, 12288 MiB, 47, 13.70 W
2026/01/19 20:36:04.397, 0 %, 3 %, 11487 MiB, 12288 MiB, 47, 14.22 W
2026/01/19 20:36:05.405, 95 %, 39 %, 11487 MiB, 12288 MiB, 53, 30.20 W
2026/01/19 20:36:06.470, 80 %, 68 %, 11478 MiB, 12288 MiB, 54, 125.64 W
2026/01/19 20:36:07.492, 79 %, 68 %, 11488 MiB, 12288 MiB, 54, 126.54 W
2026/01/19 20:36:08.525, 82 %, 69 %, 11488 MiB, 12288 MiB, 55, 121.21 W
2026/01/19 20:36:09.547, 99 %, 38 %, 11488 MiB, 12288 MiB, 55, 130.70 W
2026/01/19 20:36:10.566, 83 %, 71 %, 11487 MiB, 12288 MiB, 55, 127.39 W
2026/01/19 20:36:11.587, 80 %, 70 %, 11487 MiB, 12288 MiB, 55, 127.38 W
2026/01/19 20:36:12.661, 80 %, 68 %, 11484 MiB, 12288 MiB, 55, 127.64 W
2026/01/19 20:36:13.687, 82 %, 68 %, 11484 MiB, 12288 MiB, 55, 131.65 W
2026/01/19 20:36:14.716, 80 %, 69 %, 11484 MiB, 12288 MiB, 55, 125.39 W
2026/01/19 20:36:15.756, 79 %, 68 %, 11484 MiB, 12288 MiB, 55, 126.55 W
2026/01/19 20:36:16.782, 81 %, 69 %, 11484 MiB, 12288 MiB, 55, 127.21 W
2026/01/19 20:36:17.787, 81 %, 68 %, 11484 MiB, 12288 MiB, 55, 129.24 W
2026/01/19 20:36:18.791, 80 %, 69 %, 11484 MiB, 12288 MiB, 56, 127.07 W
2026/01/19 20:36:19.794, 81 %, 68 %, 11484 MiB, 12288 MiB, 56, 128.42 W
2026/01/19 20:36:20.797, 21 %, 18 %, 11484 MiB, 12288 MiB, 52, 110.54 W
2026/01/19 20:36:21.800, 0 %, 0 %, 11484 MiB, 12288 MiB, 51, 45.78 W
2026/01/19 20:36:22.803, 0 %, 0 %, 11484 MiB, 12288 MiB, 49, 39.11 W
